names,amplitude,latency,type,group
C014,0.0036,18.5117,grasp,C
C014,0.0058,27.4767,rest,C
C014,0.0136,29.2467,grasp,C
C014,0.0279,26.621,rest,C
C015,0.0093,6.0105,rest,C
C015,0.0052,4.0428,grasp,C
C015,0.0088,6.0211,rest,C
C015,0.0117,6.0674,grasp,C
C015,0.0061,6.0801,rest,C
C015,0.0084,28.8697,grasp,C
C015,0.0023,24.0427,rest,C
C015,0.0093,28.8284,grasp,C
C015,0.0022,5.6,rest,C
C015,0.01,28.7986,grasp,C
C015,0.0021,25.0374,rest,C
C015,0.0065,28.7187,grasp,C
C015,0.0362,28.1603,rest,C
C016,0.0471,0.448,grasp,C
C016,0.1662,4.4117,rest,C
C016,0.0664,29.451,rest,C
C016,0.0937,29.44,rest,C
C016,0.0278,29.3643,grasp,C
C016,0.03,27.4055,grasp,C
C016,0.0214,16.4372,rest,C
C016,0.0644,0.0647,grasp,C
C016,0.0434,22.5416,rest,C
C017,0.0134,22.9747,grasp,C
C017,0.0054,26.0872,rest,C
C017,0.0025,16.5176,grasp,C
C017,0.0032,11.4606,rest,C
C017,0.0028,28.0883,grasp,C
C017,0.02,3.982,rest,C
C017,0.0024,10.7069,rest,C
C017,0.0471,16.2452,rest,C
C019,0.0046,9.9114,rest,C
C019,0.0026,29.9521,grasp,C
C019,0.002,18.9498,rest,C
C019,0.0025,0.9384,grasp,C
C019,0.0041,22.9547,rest,C
C019,0.0026,14.9659,grasp,C
C019,0.0024,8.948,rest,C
C019,0.0023,2.9681,grasp,C
C019,0.0027,22.9582,rest,C
C019,0.034,22.078,rest,C
C020,0.0484,5.8334,rest,C
C020,0.0055,28.838,grasp,C
C020,0.0051,9.8509,rest,C
C020,0.006,20.854,grasp,C
C020,0.0164,4.8468,rest,C
C020,0.0038,25.888,grasp,C
C020,0.0053,26.4542,rest,C
C020,0.0061,16.8155,grasp,C
C020,0.0057,6.8399,rest,C
C020,0.0063,22.8283,grasp,C
C020,0.0383,18.9407,rest,C
C021,0.0414,4.9115,rest,C
C021,0.0827,22.9132,grasp,C
C021,0.0758,23.442,rest,C
C021,0.0295,23.0438,grasp,C
C021,0.0426,3.3746,rest,C
C021,0.0509,25.0876,grasp,C
C021,0.0488,24.4347,rest,C
C021,0.0606,24.4433,grasp,C
C021,0.0451,24.7363,rest,C
C021,0.0281,28.7919,grasp,C
C021,0.0241,23.9596,rest,C
C021,0.0583,18.8219,grasp,C
C021,0.1461,28.0971,rest,C
C022,0.0224,8.1221,rest,C
C022,0.0116,27.1364,grasp,C
C022,0.018,28.1293,rest,C
C022,0.0064,29.1258,grasp,C
C022,0.0308,27.1375,rest,C
C022,0.0192,27.122,rest,C
C022,0.0058,28.1196,grasp,C
C022,0.0203,27.1174,rest,C
C022,0.0265,28.1224,grasp,C
C022,0.0258,28.1072,rest,C
C022,0.0124,26.1307,grasp,C
C022,0.05,20.2535,rest,C
C023,0.0206,1.241,grasp,C
C023,0.006,29.2513,rest,C
C023,0.0024,28.2621,grasp,C
C023,0.003,28.2445,rest,C
C023,0.0033,0.2576,grasp,C
C023,0.0272,29.2936,rest,C
C023,0.0025,19.2396,grasp,C
C023,0.0178,29.2166,rest,C
C023,0.0039,29.1917,grasp,C
C023,0.0357,21.3753,rest,C
S001,0.1109,14.7049,grasp,S
S001,0.1042,13.8159,rest,S
S001,0.1026,14.447,grasp,S
S001,0.0308,14.0712,rest,S
S001,0.1215,16.9889,grasp,S
S001,0.0161,13.7675,rest,S
S001,0.072,14.6073,grasp,S
S001,0.0387,14.092,rest,S
S001,0.0924,14.6196,grasp,S
S001,0.0344,19.1149,rest,S
S001,0.1238,15.3183,grasp,S
S001,0.198,2.0209,rest,S
S002,0.0007,8.5673,rest,S
S002,0.0074,21.8579,grasp,S
S002,0.0057,5.693,rest,S
S002,0.0077,22.1931,grasp,S
S002,0.0027,21.5778,rest,S
S002,0.0045,21.7974,grasp,S
S002,0.0023,1.9853,rest,S
S002,0.0067,22.4544,grasp,S
S002,0.0023,21.5905,rest,S
S002,0.0023,8.6374,grasp,S
S002,0.0034,3.6001,rest,S
S002,0.0062,22.0464,grasp,S
S002,0.0431,20.7471,rest,S
S003,0.041,2.5559,rest,S
S003,0.0157,22.5415,grasp,S
S003,0.0269,22.4997,rest,S
S003,0.0119,23.4496,grasp,S
S003,0.0179,23.1189,rest,S
S003,0.0082,23.2509,grasp,S
S003,0.0146,22.8675,rest,S
S003,0.006,22.9244,grasp,S
S003,0.0075,23.1664,rest,S
S003,0.0046,22.9015,rest,S
S003,0.0264,18.65,rest,S
S004,0.0606,4.2319,rest,S
S004,0.1102,11.6555,grasp,S
S004,0.107,10.5784,rest,S
S004,0.0246,12.3961,grasp,S
S004,0.0768,11.4704,rest,S
S004,0.0277,13.4201,grasp,S
S004,0.0121,22.4904,rest,S
S004,0.0377,5.1087,grasp,S
S004,0.0126,10.46,rest,S
S004,0.0142,13.8827,grasp,S
S004,0.0133,14.9172,rest,S
S004,0.0171,11.1629,grasp,S
S004,0.0514,6.639,rest,S
S005,0.0063,3.0817,rest,S
S005,0.0575,29.8563,rest,S
S005,0.007,28.2984,grasp,S
S005,0.0167,27.2979,rest,S
S005,0.0054,27.8488,grasp,S
S005,0.0111,27.8397,rest,S
S005,0.0046,19.2744,grasp,S
S005,0.0082,27.9153,rest,S
S005,0.0094,29.5583,grasp,S
S005,0.014,28.2999,rest,S
S005,-0.0002,26.5684,grasp,S
S005,0.0375,22.4302,rest,S
S006,0.2848,6.927,rest,S
S006,0.1243,27.6015,grasp,S
S006,0.1163,28.8919,rest,S
S006,0.1312,4.1926,grasp,S
S006,0.1445,0.7614,grasp,S
S006,0.1318,10.0448,rest,S
S006,0.1563,1.7778,grasp,S
S006,0.1566,29.9779,rest,S
S006,0.0578,22.4204,grasp,S
S006,0.0389,17.8731,rest,S
S006,0.0669,8.1086,grasp,S
S006,0.1153,27.5854,rest,S
S007,0.2584,9.3548,rest,S
S007,0.1806,18.8968,grasp,S
S007,0.0904,14.8894,rest,S
S007,0.038,26.3277,grasp,S
S007,0.0782,8.2952,rest,S
S007,0.0232,5.9599,grasp,S
S007,0.0454,19.3067,rest,S
S007,0.0334,1.2953,grasp,S
S007,0.037,29.6723,grasp,S
S007,0.0819,22.4138,rest,S
S008,0.0148,3.4634,rest,S
S008,0.0057,27.887,grasp,S
S008,0.0603,18.0289,rest,S
S009,0.0116,0.1607,rest,S
S009,0.0083,0.7416,grasp,S
S009,0.0076,13.9825,rest,S
S009,0.0093,0.611,grasp,S
S009,0.0024,6.3189,rest,S
S009,0.0039,0.272,grasp,S
S009,0.0025,28.2951,rest,S
S009,0.0036,6.2674,grasp,S
S009,0.0129,22.3266,grasp,S
S009,0.0025,8.935,grasp,S
S009,0.0335,23.4029,rest,S
S010,0.0177,0.1147,rest,S
S010,0.0319,0.2264,grasp,S
S010,0.006,29.5334,rest,S
S010,0.0054,26.5397,grasp,S
S010,0.0406,11.5458,rest,S
S010,0.0041,17.5638,grasp,S
S010,0.0068,0.5601,rest,S
S010,0.0045,0.5363,grasp,S
S010,0.0119,25.8664,rest,S
S010,0.0304,13.5438,grasp,S
S010,0.0085,10.5657,rest,S
S010,0.013,0.547,grasp,S
S010,0.0348,22.6595,rest,S
S011,0.1034,2.6147,rest,S
S011,0.0503,29.7667,grasp,S
S011,0.0709,2.8411,rest,S
S011,0.065,28.9672,grasp,S
S011,0.0972,6.8591,rest,S
S011,0.0546,16.1123,grasp,S
S011,0.0876,2.5796,rest,S
S011,0.1443,8.8714,grasp,S
S011,0.1177,10.8876,rest,S
S011,0.0739,13.3839,grasp,S
S011,0.0533,22.0075,rest,S
S011,0.0754,28.8191,grasp,S
S011,0.0907,1.2607,rest,S
S012,0.0843,1.7176,grasp,S
S012,0.0079,19.0296,rest,S
S012,0.0281,1.6197,grasp,S
S012,0.0127,0.3813,rest,S
S012,0.0323,0.4406,grasp,S
S012,0.0071,0.0572,rest,S
S012,0.0298,0.0421,grasp,S
S012,0.0082,23.0923,rest,S
S012,0.0194,0.0323,grasp,S
S012,0.0136,0.109,rest,S
S012,0.009,1.3476,grasp,S
S012,0.0227,27.8496,rest,S
S014,0.0017,4.4086,rest,S
S014,0.011,3.4271,grasp,S
S014,0.0027,4.4267,rest,S
S014,0.0123,13.4149,grasp,S
S014,0.0025,4.4075,grasp,S
S014,0.0123,5.8243,grasp,S
S014,0.0415,27.5424,rest,S
S015,0.0134,9.713,rest,S
S015,0.0154,29.2709,grasp,S
S015,0.0019,11.853,rest,S
S015,0.0052,28.8691,grasp,S
S015,0.011,20.8728,rest,S
S015,0.0071,7.8892,grasp,S
S015,0.0093,29.8563,rest,S
S015,0.0046,15.5017,grasp,S
S015,0.0086,1.859,rest,S
S015,0.0075,29.8737,grasp,S
S015,0.0022,29.8571,rest,S
S015,0.0027,12.8691,grasp,S
S015,0.0246,21.9951,rest,S
S016,0.0028,7.2427,rest,S
S016,0.0083,13.1656,grasp,S
S016,0.0035,1.8007,rest,S
S016,0.0103,18.8436,grasp,S
S016,0.0044,1.2106,rest,S
S016,0.0101,9.7605,grasp,S
S016,0.0045,0.5487,rest,S
S016,0.0094,11.876,grasp,S
S016,0.0068,16.0965,rest,S
S016,0.0096,23.7306,grasp,S
S016,0.005,18.9786,rest,S
S016,0.0089,9.8484,grasp,S
S016,0.0183,26.6097,rest,S
S018,0.0116,8.9133,rest,S
S018,0.0104,24.9697,grasp,S
S018,0.0059,25.9803,rest,S
S018,0.0127,18.902,grasp,S
S018,0.0121,19.1484,rest,S
S018,0.0089,19.366,grasp,S
S018,0.01,18.8344,rest,S
S018,0.0087,18.9791,grasp,S
S018,0.0133,19.0595,rest,S
S018,0.011,19.1063,grasp,S
S018,0.0074,18.8128,rest,S
S018,0.0065,1.9318,grasp,S
S018,0.0296,17.0455,rest,S
S019,0.0196,7.9089,rest,S
S019,0.0037,14.9729,grasp,S
S019,0.0063,2.9399,rest,S
S019,0.0051,23.9425,grasp,S
S019,0.0055,28.8014,rest,S
S019,0.0133,21.9685,grasp,S
S019,0.0029,13.9681,rest,S
S019,0.0043,11.9746,grasp,S
S019,0.003,27.9935,rest,S
S019,0.0051,28.9775,grasp,S
S019,0.0021,18.9501,rest,S
S019,0.0041,14.9572,grasp,S
S019,0.0358,21.0748,rest,S
S020,0.0713,6.2786,rest,S
S020,0.0323,25.4162,grasp,S
S020,0.0494,26.3268,rest,S
S020,0.0396,26.3085,rest,S
S020,0.009,14.1379,grasp,S
S020,0.0599,25.8746,rest,S
S020,0.0065,24.4756,grasp,S
S020,0.0317,25.8767,rest,S
S020,0.0179,26.8037,rest,S
S020,0.0368,17.9718,rest,S
S021,0.0171,6.6979,rest,S
S021,0.0164,25.7601,grasp,S
S021,0.0095,25.7666,rest,S
S021,0.003,27.7499,grasp,S
S021,0.0057,26.7571,rest,S
S021,0.0034,3.7525,grasp,S
S021,0.0075,25.7755,rest,S
S021,0.0058,26.7615,grasp,S
S021,0.0032,26.7391,rest,S
S021,0.0031,17.748,grasp,S
S021,0.0039,5.7556,rest,S
S021,0.0033,8.7769,grasp,S
S021,0.0391,20.8764,rest,S
S022,0.0229,0.5809,grasp,S
S022,0.0069,29.6026,rest,S
S022,0.0056,17.539,grasp,S
S022,0.0572,21.7457,rest,S
S024,0.0269,6.0479,rest,S
S024,0.0196,19.1034,grasp,S
S024,0.0245,25.1013,rest,S
S024,0.0215,25.1005,grasp,S
S024,0.0406,25.0999,rest,S
S024,0.0128,25.0977,grasp,S
S024,0.0451,15.083,rest,S
S024,0.015,20.4913,grasp,S
S024,0.0438,25.0912,rest,S
S024,0.0361,26.0822,grasp,S
S024,0.0223,25.1,rest,S
S024,0.0411,25.0974,grasp,S
S024,0.04,24.6034,rest,S
