names,amplitude,latency,type,group
C004,0.1335,15.1873,CountHeartBeats,C
C004,0.4191,15.2664,Answer,C
C006,0.0343,22.4974,CountVolumes,C
C006,0.0728,22.7994,CountHeartBeats,C
C006,0.0748,15.2707,CountHeartBeats,C
C006,0.008,17.8985,CountVolumes,C
C006,0.0136,18.8931,CountHeartBeats,C
C006,0.0123,22.8804,CountVolumes,C
C006,0.0409,18.9266,CountVolumes,C
C006,0.0089,16.9565,CountHeartBeats,C
C006,0.1219,18.7189,Answer,C
C007,0.2486,19.6743,CountVolumes,C
C007,0.0912,11.6241,Answer,C
C007,0.0846,19.6071,CountHeartBeats,C
C007,0.0343,12.3073,Answer,C
C007,0.1481,14.0439,CountVolumes,C
C007,0.0406,11.575,CountHeartBeats,C
C007,0.0845,13.5371,CountVolumes,C
C007,0.0273,4.9652,Answer,C
C007,0.0483,19.5909,CountVolumes,C
C007,0.0544,11.5513,Answer,C
C007,0.0309,19.5838,CountHeartBeats,C
C007,0.0242,17.6358,Answer,C
C007,0.0272,17.0415,CountVolumes,C
C007,0.0276,11.6138,CountVolumes,C
C007,0.0338,11.6577,CountHeartBeats,C
C007,0.1125,17.4754,Answer,C
C008,0.0149,24.8742,CountVolumes,C
C008,0.0046,6.882,Answer,C
C008,0.0159,16.5874,CountHeartBeats,C
C008,0.0171,8.1407,CountVolumes,C
C008,0.0073,7.4124,Answer,C
C008,0.0167,12.8652,CountHeartBeats,C
C008,0.0066,15.9126,CountVolumes,C
C008,0.0161,20.908,CountHeartBeats,C
C008,0.0092,12.9076,Answer,C
C008,0.01,24.7877,CountVolumes,C
C008,0.0097,24.5634,CountHeartBeats,C
C008,0.0124,6.53,CountVolumes,C
C008,0.0111,13.2533,CountHeartBeats,C
C008,0.0098,8.8913,CountVolumes,C
C008,0.0575,9.2529,Answer,C
C008,0.0444,7.9832,CountHeartBeats,C
C009,0.0451,2.252,Answer,C
C009,0.02,2.7725,Answer,C
C009,0.0045,1.6907,CountVolumes,C
C009,0.0161,2.802,Answer,C
C009,0.0059,7.1923,CountHeartBeats,C
C009,0.0296,0.5836,Answer,C
C009,0.0179,0.2676,CountVolumes,C
C009,0.0164,0.2736,Answer,C
C009,0.0071,13.3053,CountHeartBeats,C
C009,0.0438,3.0975,Answer,C
C009,0.0036,4.3018,CountVolumes,C
C009,0.0184,0.8878,Answer,C
C009,0.0085,16.0334,CountHeartBeats,C
C009,0.0643,6.6627,Answer,C
C009,0.0051,11.8048,CountVolumes,C
C009,0.0171,0.3077,Answer,C
C009,0.0117,12.2652,CountHeartBeats,C
C009,0.0461,6.2532,Answer,C
C009,0.0058,9.8993,CountVolumes,C
C009,0.0277,4.2186,Answer,C
C009,0.0072,8.2397,CountHeartBeats,C
C009,0.0443,1.2436,Answer,C
C010,0.01,16.3726,CountVolumes,C
C010,0.0618,2.3681,Answer,C
C010,0.0072,14.9404,CountHeartBeats,C
C010,0.0711,0.8494,Answer,C
C010,0.061,18.5035,CountVolumes,C
C010,0.0038,17.877,CountHeartBeats,C
C010,0.0541,4.9229,Answer,C
C010,0.0171,21.9258,CountVolumes,C
C010,0.055,2.4487,Answer,C
C010,0.072,27.4696,CountVolumes,C
C010,0.0118,18.8702,Answer,C
C010,0.016,0.2737,Answer,C
C010,0.0279,22.8718,CountHeartBeats,C
C010,0.088,15.9179,Answer,C
C010,0.0647,10.9429,CountVolumes,C
C010,-0.0293,19.6854,CountHeartBeats,C
C010,0.0903,4.4922,Answer,C
C011,0.0249,14.1789,CountVolumes,C
C011,0.1194,19.1801,Answer,C
C011,0.0659,26.8563,CountHeartBeats,C
C011,0.0219,7.1501,Answer,C
C011,0.0756,19.0934,CountVolumes,C
C011,0.04,18.5077,Answer,C
C011,0.0334,18.1921,CountHeartBeats,C
C011,0.0158,19.1699,Answer,C
C011,0.0848,22.9549,CountVolumes,C
C011,0.028,11.1079,Answer,C
C011,0.0496,22.1962,CountHeartBeats,C
C011,0.0533,9.2871,Answer,C
C011,0.0508,26.4781,CountVolumes,C
C011,0.0398,2.4039,Answer,C
C011,0.0272,26.6211,CountHeartBeats,C
C011,0.097,22.1828,CountVolumes,C
C011,0.0389,8.1424,Answer,C
C011,0.0356,22.1844,CountHeartBeats,C
C011,0.0475,19.1939,CountVolumes,C
C011,0.0298,18.2102,Answer,C
C011,0.0388,18.2215,CountHeartBeats,C
C011,0.0906,19.6737,Answer,C
C012,0.0034,5.7583,CountVolumes,C
C012,0.0067,18.3231,Answer,C
C012,0.0035,0.4841,CountHeartBeats,C
C012,0.0024,18.0914,Answer,C
C012,0.0041,10.1031,CountVolumes,C
C012,0.0031,16.168,Answer,C
C012,0.0033,18.6567,CountHeartBeats,C
C012,0.0031,17.3428,Answer,C
C012,0.0042,10.4693,CountVolumes,C
C012,0.0036,15.418,Answer,C
C012,0.0036,9.9557,CountHeartBeats,C
C012,0.0029,16.3068,Answer,C
C012,0.0025,12.5175,CountVolumes,C
C012,0.0038,15.3746,Answer,C
C012,0.0037,7.7393,CountHeartBeats,C
C012,0.0039,15.2814,Answer,C
C012,0.0038,3.0132,CountVolumes,C
C012,0.0031,17.2042,Answer,C
C012,0.0101,20.7747,CountHeartBeats,C
C012,0.0038,17.3511,Answer,C
C012,0.0033,24.0141,CountVolumes,C
C012,0.0034,19.4007,Answer,C
C012,0.003,9.9798,CountHeartBeats,C
C012,0.0286,12.1129,Answer,C
C013,0.0144,5.7735,CountVolumes,C
C013,0.0158,10.3565,Answer,C
C013,0.0106,3.7456,CountHeartBeats,C
C013,0.0142,4.7246,Answer,C
C013,0.0049,7.7344,CountVolumes,C
C013,0.0035,4.0422,Answer,C
C013,0.004,8.7617,CountHeartBeats,C
C013,0.0039,5.7111,Answer,C
C013,0.0027,12.7585,CountHeartBeats,C
C013,0.005,9.3497,Answer,C
C013,0.0033,7.6982,Answer,C
C013,0.0049,4.7332,CountHeartBeats,C
C013,0.0283,13.1414,Answer,C
C013,0.0032,12.2999,CountVolumes,C
C013,0.0048,4.4558,Answer,C
C013,0.031,18.8294,Answer,C
C014,0.0595,19.7716,CountVolumes,C
C014,0.0363,17.8242,Answer,C
C014,0.0365,20.3041,CountHeartBeats,C
C014,0.0067,17.3055,Answer,C
C014,0.0103,14.3788,CountVolumes,C
C014,0.0183,16.3335,Answer,C
C014,0.0117,16.0872,CountHeartBeats,C
C014,0.0068,21.961,CountVolumes,C
C014,0.005,17.5106,CountVolumes,C
C014,0.0053,15.355,Answer,C
C014,0.0051,10.037,CountHeartBeats,C
C014,0.0055,23.3238,CountVolumes,C
C014,0.0299,9.4557,Answer,C
C015,0.0056,17.5062,CountVolumes,C
C015,0.0418,2.0124,Answer,C
C015,0.0105,0.5208,CountHeartBeats,C
C015,0.0187,1.4633,Answer,C
C015,0.004,9.2144,CountVolumes,C
C015,0.0324,2.0385,Answer,C
C015,0.0154,1.4853,Answer,C
C015,0.0027,14.5304,CountVolumes,C
C015,0.0138,2.4618,Answer,C
C015,0.0068,1.8796,Answer,C
C015,0.0159,12.4678,Answer,C
C015,0.0028,23.9243,CountHeartBeats,C
C015,0.0041,1.7755,Answer,C
C015,0.0036,2.5017,Answer,C
C015,0.0397,15.615,Answer,C
C016,0.006,26.8537,CountVolumes,C
C016,0.0038,1.8519,CountHeartBeats,C
C016,0.0043,18.8676,CountVolumes,C
C016,0.009,23.219,CountVolumes,C
C016,0.0044,8.8473,Answer,C
C016,0.0038,17.8545,CountHeartBeats,C
C016,0.0044,3.8472,CountVolumes,C
C016,0.0034,3.8301,Answer,C
C016,0.0061,17.8728,CountHeartBeats,C
C016,0.0043,18.8415,Answer,C
C016,0.025,8.8718,CountVolumes,C
C016,0.0061,7.8532,CountHeartBeats,C
C016,0.0273,18.8367,Answer,C
C016,0.0062,17.8553,CountVolumes,C
C016,0.0194,5.8404,CountHeartBeats,C
C016,0.0386,18.6327,Answer,C
C017,0.0363,1.7261,CountVolumes,C
C017,0.0761,1.609,Answer,C
C017,0.0698,0.0648,CountHeartBeats,C
C017,0.0255,20.3555,Answer,C
C017,0.1154,26.3804,CountVolumes,C
C017,0.0704,14.3724,Answer,C
C017,0.0907,26.3723,CountHeartBeats,C
C017,0.0604,21.3448,CountVolumes,C
C017,0.0844,0.0772,CountHeartBeats,C
C017,0.1175,1.36,Answer,C
C017,0.0831,18.9003,CountVolumes,C
C017,0.1692,0.3719,CountHeartBeats,C
C017,0.0169,19.343,Answer,C
C017,0.0623,21.4389,CountVolumes,C
C017,0.1345,9.3982,Answer,C
C017,0.114,22.3833,CountHeartBeats,C
C017,0.0475,20.3796,Answer,C
C017,-0.0559,21.7417,CountVolumes,C
C017,0.1732,1.4463,Answer,C
C017,0.0593,27.3798,CountHeartBeats,C
C017,0.0613,12.4842,Answer,C
C019,0.0021,2.5507,Answer,C
C019,0.0031,6.5521,CountHeartBeats,C
C019,0.0062,2.5201,Answer,C
C019,0.0032,7.5239,CountVolumes,C
C019,0.0043,10.5136,Answer,C
C019,0.0027,18.2561,CountVolumes,C
C019,0.0029,3.5152,Answer,C
C019,0.0067,2.531,Answer,C
C019,0.0007,23.0256,CountHeartBeats,C
C019,0.0032,2.5394,Answer,C
C019,0.0028,1.9138,Answer,C
C019,0.0075,2.8956,Answer,C
C019,0.0021,7.5272,CountVolumes,C
C019,0.0046,2.5102,Answer,C
C019,0.0026,0.5453,CountHeartBeats,C
C019,0.0359,14.6442,Answer,C
C020,0.0794,13.0556,CountVolumes,C
C020,0.1189,0.2844,Answer,C
C020,0.0417,26.4867,CountHeartBeats,C
C020,0.0285,18.4855,Answer,C
C020,0.1129,22.4596,CountVolumes,C
C020,0.0385,15.4599,Answer,C
C020,0.0599,22.8951,CountHeartBeats,C
C020,0.0126,17.5061,Answer,C
C020,0.0706,19.3822,CountVolumes,C
C020,0.0112,17.4999,CountHeartBeats,C
C020,0.0311,18.4882,Answer,C
C020,0.0287,22.4749,CountVolumes,C
C020,0.0339,0.2394,Answer,C
C020,0.0436,18.5226,CountVolumes,C
C020,0.0448,18.2659,Answer,C
C021,0.2904,23.4518,CountVolumes,C
C021,0.2121,9.4535,Answer,C
C021,0.2517,23.4509,CountHeartBeats,C
C021,0.0788,6.4652,Answer,C
C021,0.2464,14.7901,CountVolumes,C
C021,0.0412,15.2134,Answer,C
C021,0.2557,15.4675,CountHeartBeats,C
C021,0.1579,15.74,Answer,C
C021,0.2961,20.2195,CountVolumes,C
C021,0.2884,20.5056,CountHeartBeats,C
C021,0.1831,11.4627,Answer,C
C021,0.2588,23.4504,CountVolumes,C
C021,0.1647,14.4993,Answer,C
C021,0.2379,26.447,CountHeartBeats,C
C021,0.1047,10.0642,Answer,C
C021,0.075,19.7161,CountVolumes,C
C021,0.0735,17.4085,Answer,C
C021,0.0816,19.7574,CountHeartBeats,C
C021,0.1874,7.1778,Answer,C
C021,0.0865,15.1819,CountVolumes,C
C021,0.2337,4.7115,Answer,C
C021,0.1949,14.4404,CountHeartBeats,C
C021,0.2872,14.9763,Answer,C
C022,0.0114,13.6764,CountVolumes,C
C022,0.0889,1.3927,Answer,C
C022,0.0064,14.6853,CountHeartBeats,C
C022,0.0572,0.022,Answer,C
C022,0.005,7.6567,CountVolumes,C
C022,0.0407,0.6374,Answer,C
C022,0.0106,7.6769,CountHeartBeats,C
C022,0.049,0.6284,Answer,C
C022,0.0599,23.6593,CountVolumes,C
C022,0.0503,23.0882,CountHeartBeats,C
C022,0.0451,18.694,CountVolumes,C
C022,0.0578,9.634,Answer,C
C022,0.0895,18.691,CountHeartBeats,C
C022,0.0651,22.6753,CountVolumes,C
C022,0.0216,18.6164,Answer,C
C022,0.0707,23.0666,CountHeartBeats,C
C022,0.0263,26.6489,CountVolumes,C
C022,0.0376,4.6326,Answer,C
C022,0.0678,26.671,CountHeartBeats,C
C022,0.0495,13.7923,Answer,C
C023,0.0137,1.1678,CountVolumes,C
C023,0.036,1.1349,Answer,C
C023,0.0421,1.1356,CountHeartBeats,C
C023,0.0473,0.7171,Answer,C
C023,0.0186,0.7648,CountVolumes,C
C023,0.044,0.7768,Answer,C
C023,0.0273,1.1625,CountHeartBeats,C
C023,0.0331,1.1304,Answer,C
C023,0.0214,0.1805,CountVolumes,C
C023,0.0486,0.816,Answer,C
C023,0.0089,9.1435,CountHeartBeats,C
C023,0.0217,0.2145,Answer,C
C023,0.01,1.1434,CountVolumes,C
C023,0.0655,0.5124,Answer,C
C023,0.009,1.1331,CountHeartBeats,C
C023,0.0135,0.1371,Answer,C
C023,0.0496,1.1183,Answer,C
C023,0.0146,0.1443,CountHeartBeats,C
C023,0.027,1.0893,Answer,C
C023,0.0069,1.161,CountVolumes,C
C023,0.0334,1.5714,Answer,C
C023,0.0378,14.266,Answer,C
S001,0.4536,5.6408,CountVolumes,S
S001,0.0608,10.7854,Answer,S
S001,0.3139,5.9451,CountHeartBeats,S
S001,0.2636,18.8445,Answer,S
S001,0.1858,18.6208,CountVolumes,S
S001,0.2312,18.6675,Answer,S
S001,0.1532,18.6458,CountHeartBeats,S
S001,0.1312,4.6884,Answer,S
S001,0.3562,1.915,CountVolumes,S
S001,0.3402,2.0682,CountHeartBeats,S
S001,0.0649,0.1883,Answer,S
S001,0.195,6.0095,CountVolumes,S
S001,0.0479,8.7337,Answer,S
S001,0.2008,5.7748,CountHeartBeats,S
S001,0.1239,13.1269,Answer,S
S001,0.2241,1.7196,CountVolumes,S
S001,0.0478,6.4945,Answer,S
S001,0.2563,2.3906,CountHeartBeats,S
S001,0.1699,19.2426,Answer,S
S001,0.0729,3.1138,Answer,S
S001,0.2617,1.2113,CountHeartBeats,S
S001,0.1653,3.9232,Answer,S
S002,0.003,16.7126,Answer,S
S002,0.0032,13.9311,CountHeartBeats,S
S002,0.0026,6.262,CountHeartBeats,S
S002,0.0025,17.8828,Answer,S
S002,0.0021,2.3561,Answer,S
S002,0.0065,10.6901,CountVolumes,S
S002,0.009,20.6975,Answer,S
S002,0.0099,0.6383,CountHeartBeats,S
S002,0.0024,11.3185,CountVolumes,S
S002,0.002,11.6007,CountHeartBeats,S
S002,0.0018,18.4117,Answer,S
S002,0.0025,6.6483,CountHeartBeats,S
S002,0.0408,5.754,Answer,S
S003,0.0394,18.5878,CountVolumes,S
S003,0.0141,10.5369,Answer,S
S003,0.0263,19.036,CountHeartBeats,S
S003,0.021,10.6157,Answer,S
S003,0.0576,13.8103,CountVolumes,S
S003,0.0165,10.5623,Answer,S
S003,0.0351,14.0318,CountHeartBeats,S
S003,0.0122,10.5628,Answer,S
S003,0.0361,10.1711,CountVolumes,S
S003,0.0138,10.5481,Answer,S
S003,0.0288,10.209,CountHeartBeats,S
S003,0.0104,10.5273,Answer,S
S003,0.0165,15.5919,CountVolumes,S
S003,0.0219,14.5265,CountHeartBeats,S
S003,0.0312,10.5383,Answer,S
S003,0.0136,18.5395,CountVolumes,S
S003,0.0097,10.5751,Answer,S
S003,0.0285,19.0153,CountHeartBeats,S
S003,0.0041,10.5563,Answer,S
S003,0.019,11.5789,CountVolumes,S
S003,0.0217,10.5644,CountHeartBeats,S
S003,0.0223,11.7911,Answer,S
S004,0.3359,20.6276,CountVolumes,S
S004,0.2073,12.1203,Answer,S
S004,0.2487,21.7792,CountHeartBeats,S
S004,0.1224,12.0115,Answer,S
S004,0.2602,15.5322,CountVolumes,S
S004,0.0812,12.4259,Answer,S
S004,0.2211,20.8038,CountHeartBeats,S
S004,0.0274,4.5154,Answer,S
S004,0.1397,11.8385,CountVolumes,S
S004,0.0748,20.7455,Answer,S
S004,0.1661,11.7556,CountHeartBeats,S
S004,0.0774,7.3722,Answer,S
S004,0.0645,11.1171,CountVolumes,S
S004,0.1225,12.5564,Answer,S
S004,0.0779,11.7628,CountHeartBeats,S
S004,0.1209,3.1062,Answer,S
S004,0.1606,17.0895,CountVolumes,S
S004,0.0303,2.3378,Answer,S
S004,0.2599,17.3652,CountHeartBeats,S
S004,0.1837,11.9126,Answer,S
S004,0.1433,6.027,CountVolumes,S
S004,0.0732,11.3649,Answer,S
S004,0.1762,20.5134,CountHeartBeats,S
S004,0.2443,16.6646,Answer,S
S006,0.2134,20.9196,CountVolumes,S
S006,0.2592,13.0165,Answer,S
S006,0.2814,19.5726,CountHeartBeats,S
S006,0.2145,4.4636,Answer,S
S006,0.3664,13.7602,CountVolumes,S
S006,0.3294,14.8153,Answer,S
S006,0.4327,14.0192,CountHeartBeats,S
S006,0.0913,13.5748,Answer,S
S006,0.2889,16.3062,CountVolumes,S
S006,0.1578,12.2642,Answer,S
S006,0.4081,17.0475,CountHeartBeats,S
S006,0.0983,12.5668,Answer,S
S006,0.1956,22.8795,CountVolumes,S
S006,0.3637,12.5548,Answer,S
S006,0.3622,20.3069,CountHeartBeats,S
S006,0.1322,12.2185,Answer,S
S006,0.1931,15.6663,CountVolumes,S
S006,0.0444,11.9115,Answer,S
S006,0.4128,16.2181,CountHeartBeats,S
S006,0.0541,7.7063,Answer,S
S006,0.1588,13.1296,CountVolumes,S
S006,0.144,12.3938,Answer,S
S006,0.2115,11.5181,CountHeartBeats,S
S006,0.3333,16.4112,Answer,S
S007,0.2894,19.6545,CountVolumes,S
S007,0.1192,16.8783,Answer,S
S007,0.2748,19.591,CountHeartBeats,S
S007,0.1137,18.7407,Answer,S
S007,0.1429,17.0145,CountVolumes,S
S007,0.158,17.8399,Answer,S
S007,0.2111,17.3786,CountHeartBeats,S
S007,0.1221,20.4593,Answer,S
S007,0.14,12.467,CountVolumes,S
S007,0.1949,16.6109,Answer,S
S007,0.1171,24.1216,CountHeartBeats,S
S007,0.0401,15.4598,Answer,S
S007,0.3018,24.0374,CountVolumes,S
S007,0.0425,16.1505,Answer,S
S007,0.166,24.4567,CountHeartBeats,S
S007,0.2442,10.7471,Answer,S
S007,0.1576,19.4137,CountVolumes,S
S007,0.0489,3.2339,Answer,S
S007,0.118,19.5899,CountHeartBeats,S
S007,0.0297,16.0676,Answer,S
S007,0.0591,16.7553,CountVolumes,S
S007,0.0298,16.0602,Answer,S
S007,0.0427,15.928,CountHeartBeats,S
S007,0.1129,16.0096,Answer,S
S008,0.1098,16.8268,CountVolumes,S
S008,0.0335,8.3304,Answer,S
S008,0.1071,16.1259,CountHeartBeats,S
S008,0.0307,7.76,Answer,S
S008,0.156,7.4748,CountVolumes,S
S008,0.0261,8.1235,Answer,S
S008,0.1272,8.2168,CountHeartBeats,S
S008,0.0167,11.8257,CountVolumes,S
S008,0.0239,6.7697,Answer,S
S008,0.0509,11.7349,CountHeartBeats,S
S008,0.0311,16.8681,CountVolumes,S
S008,0.021,15.7826,CountHeartBeats,S
S008,0.0284,12.4144,CountVolumes,S
S008,0.0512,12.1233,CountHeartBeats,S
S008,0.0288,8.0731,CountVolumes,S
S008,0.0294,7.7959,CountHeartBeats,S
S008,0.0712,8.6376,Answer,S
S009,0.0026,6.592,CountVolumes,S
S009,0.0192,0.6184,Answer,S
S009,0.0089,19.6301,CountHeartBeats,S
S009,0.0107,11.2221,Answer,S
S009,0.0076,12.6127,Answer,S
S009,0.0023,5.5372,CountHeartBeats,S
S009,0.002,4.6091,CountVolumes,S
S009,0.0072,3.6159,Answer,S
S009,0.0023,10.5926,CountHeartBeats,S
S009,0.0019,7.6274,Answer,S
S009,0.003,3.5991,Answer,S
S009,0.0073,7.6064,Answer,S
S009,0.0086,12.3729,Answer,S
S009,0.0039,10.2199,CountHeartBeats,S
S009,0.0057,0.5658,Answer,S
S009,0.004,19.5705,CountVolumes,S
S009,0.0337,14.7059,Answer,S
S010,0.0529,7.2963,CountVolumes,S
S010,0.0063,15.2962,Answer,S
S010,0.0386,5.6687,CountHeartBeats,S
S010,0.0305,18.6779,Answer,S
S010,0.0058,18.3292,CountVolumes,S
S010,0.026,19.3113,Answer,S
S010,0.0042,3.3428,Answer,S
S010,0.019,1.7033,CountVolumes,S
S010,0.0293,0.3322,Answer,S
S010,0.0579,2.3785,CountHeartBeats,S
S010,0.0049,11.9894,Answer,S
S010,0.0372,5.3219,CountVolumes,S
S010,0.0139,6.8878,CountHeartBeats,S
S010,0.0182,2.3692,CountVolumes,S
S010,0.0088,9.35,Answer,S
S010,0.0644,1.3254,CountHeartBeats,S
S010,0.0204,18.3304,Answer,S
S010,0.0109,19.3158,Answer,S
S010,0.0671,18.46,CountHeartBeats,S
S010,0.041,16.6588,Answer,S
S011,0.1293,2.1565,Answer,S
S011,0.07,1.2702,CountHeartBeats,S
S011,0.1235,1.6315,Answer,S
S011,0.0287,11.2609,CountVolumes,S
S011,0.0811,1.6182,Answer,S
S011,0.0665,10.2143,CountHeartBeats,S
S011,0.1011,18.8757,Answer,S
S011,0.0095,12.2616,CountVolumes,S
S011,0.1324,1.2288,Answer,S
S011,0.0112,0.2652,CountHeartBeats,S
S011,0.0638,0.8692,Answer,S
S011,0.0125,0.8959,CountVolumes,S
S011,0.0481,1.8901,Answer,S
S011,0.0378,9.8527,CountHeartBeats,S
S011,0.0932,1.2681,Answer,S
S011,0.0283,11.5785,CountVolumes,S
S011,0.063,1.0311,Answer,S
S011,0.0748,0.5123,Answer,S
S011,0.0733,10.5122,CountVolumes,S
S011,0.1015,16.5799,Answer,S
S011,0.0571,4.0674,CountHeartBeats,S
S011,0.0342,11.1777,Answer,S
S012,0.2511,24.3835,CountVolumes,S
S012,0.1036,23.267,CountHeartBeats,S
S012,0.0927,18.0994,Answer,S
S012,0.2422,17.4323,CountVolumes,S
S012,0.0208,17.6172,Answer,S
S012,0.0612,16.7707,CountHeartBeats,S
S012,0.0283,9.1622,Answer,S
S012,0.119,20.8015,CountVolumes,S
S012,0.0513,19.8466,CountHeartBeats,S
S012,0.2124,1.2629,Answer,S
S012,0.0333,9.156,CountVolumes,S
S012,0.0656,1.0698,Answer,S
S012,0.0357,17.0145,CountHeartBeats,S
S012,0.2301,20.8474,CountVolumes,S
S012,0.2056,20.6345,CountHeartBeats,S
S012,0.0151,15.3631,Answer,S
S012,0.1842,16.5547,CountVolumes,S
S012,0.0814,12.3247,Answer,S
S012,0.1735,16.7343,CountHeartBeats,S
S012,0.152,17.0937,Answer,S
S014,0.0051,20.8266,CountVolumes,S
S014,0.0119,17.812,Answer,S
S014,0.0068,20.8105,CountHeartBeats,S
S014,0.0067,0.5127,Answer,S
S014,0.019,16.2792,CountVolumes,S
S014,0.005,16.7741,Answer,S
S014,0.0199,16.5702,CountHeartBeats,S
S014,0.0044,24.7904,CountVolumes,S
S014,0.0043,24.8059,CountHeartBeats,S
S014,0.0285,4.6708,Answer,S
S014,0.0052,24.8027,CountVolumes,S
S014,0.0106,9.1483,Answer,S
S014,0.0069,25.5323,CountHeartBeats,S
S014,0.0136,1.2521,Answer,S
S014,0.0085,21.756,CountVolumes,S
S014,0.0028,21.1766,CountHeartBeats,S
S014,0.0098,4.0676,Answer,S
S014,0.0039,16.7855,CountVolumes,S
S014,0.0071,1.0118,Answer,S
S014,0.0121,17.5989,CountHeartBeats,S
S014,0.0326,11.9184,Answer,S
S015,0.0539,23.6106,CountVolumes,S
S015,0.0143,17.1969,Answer,S
S015,0.0429,24.0422,CountHeartBeats,S
S015,0.0163,17.5639,Answer,S
S015,0.0418,16.2097,CountVolumes,S
S015,0.008,20.5076,Answer,S
S015,0.0323,16.6117,CountHeartBeats,S
S015,0.0374,20.5544,CountVolumes,S
S015,0.0345,21.5562,CountHeartBeats,S
S015,0.0081,13.5622,Answer,S
S015,0.0124,21.4161,CountVolumes,S
S015,0.0166,5.5537,Answer,S
S015,0.0606,23.9752,CountHeartBeats,S
S015,0.0424,20.5322,CountVolumes,S
S015,0.0069,17.5388,Answer,S
S015,0.0314,21.2164,CountHeartBeats,S
S015,0.0126,16.5429,Answer,S
S015,0.0228,16.5688,CountVolumes,S
S015,0.0194,17.5723,CountHeartBeats,S
S015,0.0573,15.7954,Answer,S
S016,0.0037,2.9807,CountVolumes,S
S016,0.0027,2.0203,Answer,S
S016,0.0021,11.4444,CountHeartBeats,S
S016,0.0022,19.9064,Answer,S
S016,0.0024,1.5873,CountVolumes,S
S016,0.0016,3.2287,Answer,S
S016,0.0014,12.9946,CountHeartBeats,S
S016,0.0017,9.9688,Answer,S
S016,0.0011,14.5041,CountVolumes,S
S016,0.0021,2.981,Answer,S
S016,0.0017,16.5697,CountHeartBeats,S
S016,0.0028,7.9196,Answer,S
S016,0.0013,20.6489,CountVolumes,S
S016,0.0025,16.9483,Answer,S
S016,0.0026,1.9458,CountHeartBeats,S
S016,0.0022,2.0251,Answer,S
S016,0.0031,11.9562,CountVolumes,S
S016,0.0025,10.9663,Answer,S
